
"INSTANCE","DATETIME","DATA"
1,"19/01/2021 06:00",3148
1,"19/01/2021 07:00",3146
1,"19/01/2021 08:00",3245
1,"19/01/2021 09:00",3201
1,"19/01/2021 10:00",3238
1,"19/01/2021 11:00",3382
1,"19/01/2021 12:00",3772
1,"19/01/2021 13:00",3963
1,"19/01/2021 14:01",4016
1,"19/01/2021 15:00",4152
1,"19/01/2021 16:00",4113
1,"19/01/2021 17:00",4064
1,"19/01/2021 18:00",4025
1,"19/01/2021 19:00",4060
1,"19/01/2021 20:00",4214
1,"19/01/2021 21:01",4032
1,"19/01/2021 22:00",4019
1,"19/01/2021 23:01",3937
1,"20/01/2021 00:01",3681
1,"20/01/2021 01:00",3689
1,"20/01/2021 02:01",3537
1,"20/01/2021 03:00",3431
1,"20/01/2021 04:00",3809
1,"20/01/2021 05:00",3906
1,"20/01/2021 06:01",3516
1,"20/01/2021 07:00",3545
1,"20/01/2021 08:00",3469
1,"20/01/2021 09:01",3362
1,"20/01/2021 10:00",3436
1,"20/01/2021 11:01",3411
1,"20/01/2021 12:01",3668
2,"20/12/2020 23:00",3597
2,"21/12/2020 00:01",3485
2,"21/12/2020 01:00",3554
2,"21/12/2020 02:00",3564
2,"21/12/2020 03:01",3434
2,"21/12/2020 04:00",3467
2,"21/12/2020 05:00",3398
2,"21/12/2020 06:00",3330
2,"21/12/2020 07:01",3496
2,"21/12/2020 08:00",3407
2,"21/12/2020 09:00",3395
2,"21/12/2020 10:01",3377
2,"21/12/2020 11:00",3625
2,"21/12/2020 12:01",3875
2,"21/12/2020 13:01",3796
2,"21/12/2020 14:00",4017
2,"21/12/2020 15:01",4024
2,"21/12/2020 16:00",4034
2,"21/12/2020 17:00",4031
2,"21/12/2020 18:01",3990
2,"21/12/2020 19:00",4140
2,"21/12/2020 20:00",4141
2,"21/12/2020 21:00",3983
2,"21/12/2020 22:00",3897
2,"21/12/2020 23:00",3827
2,"22/12/2020 00:00",3730
2,"22/12/2020 01:01",3530
2,"22/12/2020 02:00",3461
2,"22/12/2020 03:00",3312
2,"22/12/2020 04:01",3317
2,"22/12/2020 05:00",3186
2,"22/12/2020 06:00",3298
2,"22/12/2020 07:01",4342
2,"22/12/2020 08:00",3993
2,"22/12/2020 09:00",3211
2,"22/12/2020 10:00",3350
2,"22/12/2020 11:00",3427
2,"22/12/2020 12:00",3537
2,"22/12/2020 13:00",3803
2,"22/12/2020 14:01",3894
2,"22/12/2020 15:00",3992
2,"22/12/2020 16:00",4083
2,"22/12/2020 17:01",3987
2,"22/12/2020 18:00",4153
2,"22/12/2020 19:00",4256
2,"22/12/2020 20:01",4094
2,"22/12/2020 21:00",4206
2,"22/12/2020 22:00",4142
2,"22/12/2020 23:01",3957
2,"23/12/2020 00:00",3824
2,"23/12/2020 01:00",3607
2,"23/12/2020 02:00",3496
2,"23/12/2020 03:00",3383
2,"23/12/2020 04:00",3237
2,"23/12/2020 05:00",3266
2,"23/12/2020 06:00",3692
2,"23/12/2020 07:00",3639
2,"23/12/2020 08:01",3179
2,"23/12/2020 09:01",3349
2,"23/12/2020 10:00",3174
2,"23/12/2020 11:00",3360
2,"23/12/2020 12:00",3578
2,"23/12/2020 13:00",3853
2,"23/12/2020 14:01",4025
2,"23/12/2020 15:00",4395
2,"23/12/2020 16:00",4327
2,"23/12/2020 17:00",4296
2,"23/12/2020 18:01",4218
2,"23/12/2020 19:00",4300
2,"23/12/2020 20:00",4406
2,"23/12/2020 21:01",4238
2,"23/12/2020 22:00",4189
2,"23/12/2020 23:00",4083
2,"24/12/2020 00:01",4148
2,"24/12/2020 01:00",4231
2,"24/12/2020 02:00",3930
2,"24/12/2020 03:00",3706
2,"24/12/2020 04:00",3458
2,"24/12/2020 05:00",3378
2,"24/12/2020 06:00",3267
